Name,Position,Team,Opp,Week,PassYds,PassTD,Int,RushYds,RushTD,Fum,ModelPoints,Projection,Rec,RecYds,RecTD
Jalen McMillan,WR,TBQ,CAR,18.0,,,,1.23,0.0,0.06,8.639444144144143,0.0,2.64,34.26,0.23
DeMario Douglas,WR,NE,MIA,18.0,,,,1.36,0.0,0.0,4.08,0.0,2.96,32.18,0.18
Kyle Williams,WR,NE,MIA,18.0,,,,0.0,0.0,0.0,4.4399999999999995,0.0,2.38,34.94,0.24
Alec Pierce,WR,INDQ,@HOU,18.0,,,,0.0,0.0,0.0,9.976608333333335,0.0,2.17,35.61,0.23
Michael Wilson,WR,ARI,@LAR,18.0,,,,0.29,0.0,0.0,8.246025531914892,0.0,2.57,30.4,0.23
Quentin Johnston,WR,LACQ,@DEN,18.0,,,,0.47,0.0,0.05,8.85583913043478,0.0,2.44,32.57,0.21
Dyami Brown,WR,JAX,TEN,18.0,,,,0.41,0.0,0.0,8.036079999999998,0.0,2.39,32.42,0.17
Cedric Tillman,WR,CLE,@CIN,18.0,,,,0.3,0.0,0.0,8.18321301369863,0.0,2.38,31.31,0.18
Darius Slayton,WR,NYG,DAL,18.0,,,,0.0,0.0,0.0,8.094789795918368,0.0,2.16,32.04,0.18
Romeo Doubs,WR,GBQ,@MIN,18.0,,,,0.0,0.0,0.06,7.141811594202899,0.0,2.29,28.66,0.23
Jordan Whittington,WR,LAR,ARI,18.0,,,,1.69,0.0,0.0,3.08,0.0,2.45,26.83,0.18
Jalen Coker,WR,CARQ,@TB,18.0,,,,0.47,0.0,0.0,7.26890625,0.0,2.3,28.92,0.18
Christian WatsonWR - G,nan,BPUP,@MIN,18.0,,,,0.0,0.0,0.0,3.14,0.0,1.94,29.17,0.19
Jaylin Noel,WR,HOU,IND,18.0,,,,1.8,0.0,0.0,3.26,0.0,2.08,24.22,0.21
Dontayvion Wicks,WR,GBQ,@MIN,18.0,,,,0.0,0.0,0.0,6.440083333333332,0.0,2.15,27.12,0.17
Calvin Austin III,WR,PITQ,BAL,18.0,,,,0.93,0.0,0.0,6.8135310185185185,0.0,2.31,26.43,0.13
Tyler Lockett,WR,TEN,@JAX,18.0,,,,0.0,0.0,0.0,6.286428571428572,0.0,2.27,24.81,0.18
DeAndre Hopkins,WR,BAL,@PIT,18.0,,,,0.0,0.0,0.0,5.9371847593582885,0.0,2.13,25.42,0.18
Jalen Royals,WR,KC,@LV,18.0,,,,0.0,0.0,0.0,3.08,0.0,2.13,25.07,0.18
Xavier Legette,WR,CAR,@TB,18.0,,,,1.07,0.0,0.06,6.083544897959184,0.0,2.02,25.57,0.18
Adonai Mitchell,WR,IND,@HOU,18.0,,,,1.07,0.0,0.0,6.51175,0.0,1.78,25.86,0.18
Marquez Valdes-Scantling,WR,SEA,@SF,18.0,,,,0.0,0.0,0.0,3.08,0.0,1.76,27.02,0.18
Kayshon Boutte,WR,NE,MIA,18.0,,,,0.0,0.0,0.0,6.6624186046511635,0.0,1.87,24.98,0.18
Tutu Atwell,WR,LAR,ARI,18.0,,,,1.07,0.0,0.0,5.625916666666667,0.0,1.95,25.16,0.13
Allen Lazard,WR,NYJQ,@BUF,18.0,,,,0.0,0.0,0.0,5.954866666666668,0.0,1.86,23.85,0.17
KaVontae Turpin,WR,DAL,@NYG,18.0,,,,4.62,0.06,0.06,4.70453125,0.0,1.5,19.32,0.12
Jalen Nailor,WR,MINQ,GB,18.0,,,,1.05,0.0,0.0,5.87225,0.0,1.75,22.34,0.18
Curtis Samuel,WR,BUFQ,NYJ,18.0,,,,2.23,0.0,0.0,4.101686021505377,0.0,1.86,19.04,0.19
Malachi Corley,WR,NYJ,@BUF,18.0,,,,3.0,0.0,0.0,2.7199999999999998,0.0,2.06,20.24,0.12
Troy Franklin,WR,DEN,LAC,18.0,,,,0.24,0.0,0.0,6.458292857142858,0.0,1.66,23.02,0.18
Diontae Johnson,WR,CLE,@CIN,18.0,,,,0.0,0.0,0.06,5.53241212121212,0.0,2.07,22.46,0.12
Malik Washington,WR,MIA,@NE,18.0,,,,1.06,0.0,0.06,3.5642730769230777,0.0,1.88,19.31,0.12
Brandin Cooks,WR,NO,@ATL,18.0,,,,0.36,0.0,0.0,5.2592,0.0,1.79,23.25,0.12
Jalen Tolbert,WR,DAL,@NYG,18.0,,,,0.0,0.0,0.0,5.4765,0.0,1.8,21.92,0.12
Nick Westbrook-Ikhine,WR,MIA,@NE,18.0,,,,0.0,0.0,0.0,3.08,0.0,1.53,20.6,0.18
Tory Horton,WR,SEAQ,@SF,18.0,,,,0.0,0.0,0.0,2.7199999999999998,0.0,1.73,21.39,0.12
Greg Dortch,WR,ARI,@LAR,18.0,,,,2.17,0.0,0.0,4.253621621621622,0.0,1.81,16.45,0.12
Isaac TeSlaa,WR,DET,@CHI,18.0,,,,0.0,0.0,0.0,2.9,0.0,1.39,20.75,0.15
Robert Woods,WR,PIT,BAL,18.0,,,,0.0,0.0,0.0,1.72,0.0,1.76,18.84,0.12
Devaughn Vele,WR,DEN,LAC,18.0,,,,0.18,0.0,0.0,3.859,0.0,1.81,17.85,0.12
Tre Tucker,WR,LV,KC,18.0,,,,2.09,0.0,0.0,4.557510828025478,0.0,1.51,18.72,0.12
Jermaine Burton,WR,CINQ,CLE,18.0,,,,0.36,0.0,0.0,2.7199999999999998,0.0,1.44,20.4,0.12
Demarcus Robinson,WR,SF,SEA,18.0,,,,0.0,0.0,0.0,5.325935483870968,0.0,1.48,20.27,0.12
Elic Ayomanor,WR,TEN,@JAX,18.0,,,,0.6,0.0,0.0,1.72,0.0,1.56,18.6,0.12
Noah Brown,WR,WAS,@PHI,18.0,,,,0.0,0.0,0.0,3.8866000000000005,0.0,1.52,19.32,0.12
Roman Wilson,WR,PIT,BAL,18.0,,,,0.0,0.0,0.0,1.72,0.0,1.44,19.86,0.12
Tai Felton,WR,MIN,GB,18.0,,,,0.88,0.0,0.0,1.72,0.0,1.46,18.56,0.12
Andrei Iosivas,WR,CIN,CLE,18.0,,,,0.0,0.0,0.0,3.8291000000000004,0.0,1.56,18.24,0.12
Chimere Dike,WR,TEN,@JAX,18.0,,,,0.7,0.0,0.0,1.72,0.0,1.35,19.26,0.12
Dont'e Thornton Jr.,WR,LV,KC,18.0,,,,0.71,0.0,0.0,1.72,0.0,1.36,18.11,0.12
Ray-Ray McCloud,WR,ATL,NO,18.0,,,,2.1,0.0,0.06,1.54,0.0,1.46,14.29,0.12
Olamide Zaccheaus,WR,CHI,DET,18.0,,,,0.18,0.0,0.0,3.7887625,0.0,1.37,14.13,0.12
Savion Williams,WR,GB,@MIN,18.0,,,,1.19,0.0,0.0,1.72,0.0,1.19,14.37,0.12
Pat Bryant,WR,DEN,LAC,18.0,,,,0.0,0.0,0.0,1.72,0.0,1.14,13.86,0.12
Mack Hollins,WR,NE,MIA,18.0,,,,0.0,0.0,0.0,3.26,0.0,1.05,13.35,0.12
Elijah Moore,WR,BUF,NYJ,18.0,,,,0.45,0.0,0.0,3.034375683060109,0.0,1.13,12.38,0.11
Kendrick Bourne,WR,NEQ,MIA,18.0,,,,3.0,0.0,0.0,2.524,0.0,1.2,13.2,0.0
Luke McCaffrey,WR,WAS,@PHI,18.0,,,,0.39,0.0,0.0,1.48,0.0,1.09,10.19,0.08
Arian Smith,WR,NYJ,@BUF,18.0,,,,0.9,0.0,0.0,1.3599999999999999,0.0,0.9,10.8,0.06
Trey McBride,TE,ARI,@NO,1.0,,,,,,0.06,9.04,0.0,5.99,61.25,0.37
Brock Bowers,TE,LV,@NE,1.0,,,,,,0.07,8.95,0.0,5.79,61.04,0.36
George Kittle,TE,SF,@SEA,1.0,,,,,,0.07,8.549999999999999,0.0,4.59,63.73,0.46
Mark Andrews,TE,BAL,@BUF,1.0,,,,,,0.07,6.31,0.0,4.01,47.86,0.42
Sam LaPorta,TE,DETQ,@GB,1.0,,,,,,0.06,6.04,0.0,4.26,46.4,0.37
David Njoku,TE,CLE,CIN,1.0,,,,,,0.07,5.41,0.0,4.45,44.58,0.27
Travis Kelce,TE,KC,@LAC,1.0,,,,,,0.06,5.62,0.0,4.21,41.61,0.3
T.J. Hockenson,TE,MIN,@CHI,1.0,,,,,,0.06,5.5600000000000005,0.0,4.06,43.36,0.29
Evan Engram,TE,DEN,TEN,1.0,,,,,,0.06,4.380000000000001,0.0,4.21,39.31,0.26
Dallas Goedert,TE,PHI,DAL,1.0,,,,,,0.06,5.32,0.0,3.79,41.34,0.25
Zach Ertz,TE,WAS,NYG,1.0,,,,,,0.0,4.5,0.0,3.53,33.52,0.25
Dalton Kincaid,TE,BUF,BAL,1.0,,,,,,0.06,3.9600000000000004,0.0,3.66,36.93,0.19
Tucker Kraft,TE,GB,DET,1.0,,,,,,0.06,4.32,0.0,3.32,35.24,0.25
Hunter Henry,TE,NE,LV,1.0,,,,,,0.06,4.26,0.0,3.29,34.37,0.24
Jake Ferguson,TE,DALQ,@PHI,1.0,,,,,,0.06,4.140000000000001,0.0,3.43,33.82,0.22
Tyler Warren,TE,IND,MIA,1.0,,,,,,0.05,4.17,0.0,3.23,33.04,0.22
Kyle Pitts,TE,ATL,TB,1.0,,,,,,0.0,4.32,0.0,2.76,34.63,0.22
Mike Gesicki,TE,CINQ,@CLE,1.0,,,,,,0.0,4.2,0.0,3.0,32.79,0.2
Brenton Strange,TE,JAX,CAR,1.0,,,,,,0.0,3.08,0.0,2.97,28.62,0.18
Colston Loveland,TE,CHI,MIN,1.0,,,,,,0.05,2.93,0.0,2.9,29.42,0.18
Mason Taylor,TE,NYJ,PIT,1.0,,,,,,0.0,3.08,0.0,2.84,28.73,0.18
Dalton Schultz,TE,HOU,@LAR,1.0,,,,,,0.06,2.84,0.0,2.88,29.92,0.17
Cade Otton,TE,TB,@ATL,1.0,,,,,,0.0,3.08,0.0,2.8,28.07,0.18
Tyler Higbee,TE,LAR,HOU,1.0,,,,,,0.0,3.08,0.0,2.8,27.15,0.18
Pat Freiermuth,TE,PIT,@NYJ,1.0,,,,,,0.07,3.17,0.0,2.66,26.81,0.23
Pat Freiermuth,TE,PIT,@NYJ,1.0,,,,,,0.07,3.17,0.0,2.66,26.81,0.23
Jonnu Smith,TE,PITQ,@NYJ,1.0,,,,,,0.04,2.78,0.0,2.7,26.97,0.15
Theo Johnson,TE,NYG,@WAS,1.0,,,,,,0.0,3.02,0.0,2.57,26.29,0.17
Darren WallerTE - MI,nan,APUP,@IND,1.0,,,,,,0.0,3.02,0.0,2.49,26.75,0.17
Ja'Tavion Sanders,TE,CAR,@JAX,1.0,,,,,,0.0,3.02,0.0,2.55,25.44,0.17
Chig Okonkwo,TE,TEN,@DEN,1.0,,,,,,0.05,2.81,0.0,2.47,23.87,0.16
Tyler Conklin,TE,LAC,KC,1.0,,,,,,0.0,3.02,0.0,2.25,20.88,0.17
Cole Kmet,TE,CHI,MIN,1.0,,,,,,0.09,2.81,0.0,2.17,21.72,0.18
Noah Gray,TE,KC,@LAC,1.0,,,,,,0.0,3.08,0.0,2.06,20.77,0.18
Elijah Arroyo,TE,SEA,SF,1.0,,,,,,0.0,2.84,0.0,2.05,22.39,0.14
AJ Barner,TE,SEA,SF,1.0,,,,,,0.0,2.7800000000000002,0.0,2.13,20.75,0.13
Juwan Johnson,TE,NO,ARI,1.0,,,,,,0.0,2.66,0.0,1.95,20.77,0.11
Will Dissly,TE,LAC,KC,1.0,,,,,,0.0,1.6600000000000001,0.0,1.9,18.21,0.11
Noah Fant,TE,CIN,@CLE,1.0,,,,,,0.0,1.78,0.0,1.71,17.6,0.13
Isaiah Likely,TE,BALQ,@BUF,1.0,,,,,,0.04,1.7799999999999998,0.0,1.49,16.85,0.15
Michael Mayer,TE,LV,@NE,1.0,,,,,,0.0,1.6600000000000001,0.0,1.65,16.22,0.11
Dawson Knox,TE,BUF,BAL,1.0,,,,,,0.0,1.72,0.0,1.37,14.73,0.12
Harold Fannin Jr.,TE,CLE,CIN,1.0,,,,,,0.0,1.6,0.0,1.42,13.91,0.1
Charlie Kolar,TE,BAL,@BUF,1.0,,,,,,0.0,1.6600000000000001,0.0,1.19,11.93,0.11
Austin Hooper,TE,NE,LV,1.0,,,,,,0.0,1.3599999999999999,0.0,1.33,13.01,0.06
Ben Sinnott,TE,WAS,NYG,1.0,,,,,,0.0,1.54,0.0,1.02,10.2,0.09
Elijah Higgins,TE,ARI,@NO,1.0,,,,,,0.0,1.3599999999999999,0.0,1.09,11.0,0.06
Luke Musgrave,TE,GB,DET,1.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,@DEN,1.0,,,,,,0.0,0.30000000000000004,0.0,0.88,9.02,0.05
Tommy TrembleTE - CA,nan,RPUP,@JAX,1.0,,,,,,0.0,0.36,0.0,0.83,8.29,0.06
Brock Bowers,TE,LV,LAC,2.0,,,,,,0.06,7.92,0.0,5.55,58.58,0.35
Trey McBride,TE,ARI,CAR,2.0,,,,,,0.06,7.92,0.0,5.61,57.41,0.35
George Kittle,TE,SF,@NO,2.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
Sam LaPorta,TE,DETQ,CHI,2.0,,,,,,0.06,5.92,0.0,4.11,45.95,0.35
David Njoku,TE,CLE,@BAL,2.0,,,,,,0.07,5.47,0.0,4.45,44.54,0.28
Travis Kelce,TE,KC,PHI,2.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
T.J. Hockenson,TE,MIN,ATL,2.0,,,,,,0.06,5.5,0.0,4.12,41.19,0.28
Mark Andrews,TE,BAL,CLE,2.0,,,,,,0.06,6.28,0.0,3.26,40.32,0.41
Evan Engram,TE,DEN,@IND,2.0,,,,,,0.06,4.26,0.0,4.02,37.45,0.24
Dallas Goedert,TE,PHI,@KC,2.0,,,,,,0.06,4.26,0.0,3.54,38.63,0.24
Tyler Warren,TE,IND,DEN,2.0,,,,,,0.06,4.26,0.0,3.59,36.71,0.24
Jake Ferguson,TE,DALQ,NYG,2.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,@MIA,2.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Zach Ertz,TE,WAS,@GB,2.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Tucker Kraft,TE,GB,WAS,2.0,,,,,,0.06,4.26,0.0,3.18,33.75,0.24
Colston Loveland,TE,CHI,@DET,2.0,,,,,,0.05,4.17,0.0,3.29,33.25,0.22
Dalton Kincaid,TE,BUF,@NYJ,2.0,,,,,,0.06,3.9,0.0,3.42,34.5,0.18
Mason Taylor,TE,NYJ,BUF,2.0,,,,,,0.0,4.26,0.0,3.24,32.9,0.21
Mike Gesicki,TE,CINQ,JAX,2.0,,,,,,0.0,4.2,0.0,2.88,31.55,0.2
Kyle Pitts,TE,ATL,@MIN,2.0,,,,,,0.0,4.08,0.0,2.71,33.75,0.18
Dalton Schultz,TE,HOU,TB,2.0,,,,,,0.06,3.9,0.0,2.96,30.73,0.18
Jonnu Smith,TE,PITQ,SEA,2.0,,,,,,0.06,2.96,0.0,2.92,29.9,0.19
Darren WallerTE - MI,nan,APUP,NE,2.0,,,,,,0.0,3.14,0.0,2.74,29.47,0.19
Pat Freiermuth,TE,PIT,SEA,2.0,,,,,,0.08,3.1399999999999997,0.0,2.76,27.79,0.23
Brenton Strange,TE,JAX,@CIN,2.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Brenton Strange,TE,JAX,@CIN,2.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Juwan Johnson,TE,NO,SF,2.0,,,,,,0.0,3.08,0.0,2.67,28.43,0.18
Cole Kmet,TE,CHI,@DET,2.0,,,,,,0.09,2.75,0.0,2.79,28.69,0.17
Isaiah Likely,TE,BALQ,CLE,2.0,,,,,,0.06,3.26,0.0,2.45,27.14,0.24
Cade Otton,TE,TB,@HOU,2.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Chig Okonkwo,TE,TEN,LAR,2.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,@ARI,2.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Theo Johnson,TE,NYG,@DAL,2.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Tyler Conklin,TE,LAC,@LV,2.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,PHI,2.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Will Dissly,TE,LAC,@LV,2.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Noah Fant,TE,CIN,JAX,2.0,,,,,,0.0,1.78,0.0,1.73,17.69,0.13
Elijah Arroyo,TE,SEA,@PIT,2.0,,,,,,0.0,1.72,0.0,1.85,16.85,0.12
Tyler Higbee,TE,LAR,@TEN,2.0,,,,,,0.0,1.72,0.0,1.77,17.2,0.12
Michael Mayer,TE,LV,LAC,2.0,,,,,,0.0,1.72,0.0,1.73,16.96,0.12
Harold Fannin Jr.,TE,CLE,@BAL,2.0,,,,,,0.0,1.6600000000000001,0.0,1.71,16.86,0.11
Ben Sinnott,TE,WAS,@GB,2.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Dawson Knox,TE,BUF,@NYJ,2.0,,,,,,0.0,1.72,0.0,1.28,13.76,0.12
Terrance Ferguson,TE,LARQ,@TEN,2.0,,,,,,0.0,1.72,0.0,1.29,13.29,0.12
Austin Hooper,TE,NE,@MIA,2.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Darnell Washington,TE,PIT,SEA,2.0,,,,,,0.0,1.54,0.0,1.17,11.88,0.09
Elijah Higgins,TE,ARI,CAR,2.0,,,,,,0.0,1.3599999999999999,0.0,1.08,10.86,0.06
Luke Musgrave,TE,GB,WAS,2.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,LAR,2.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,SF,2.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Brock Bowers,TE,LV,@WAS,3.0,,,,,,0.06,7.92,0.0,5.55,58.58,0.35
Trey McBride,TE,ARI,@SF,3.0,,,,,,0.06,7.92,0.0,5.61,57.41,0.35
George Kittle,TE,SF,ARI,3.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
David Njoku,TE,CLE,GB,3.0,,,,,,0.07,5.53,0.0,4.58,45.91,0.29
Sam LaPorta,TE,DETQ,@BAL,3.0,,,,,,0.06,5.92,0.0,4.11,45.95,0.35
Mark Andrews,TE,BAL,DET,3.0,,,,,,0.07,6.19,0.0,3.57,44.22,0.4
Travis Kelce,TE,KC,@NYG,3.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
T.J. Hockenson,TE,MIN,CIN,3.0,,,,,,0.06,5.5,0.0,4.12,41.19,0.28
Evan Engram,TE,DEN,@LAC,3.0,,,,,,0.06,4.32,0.0,4.02,37.45,0.25
Dallas Goedert,TE,PHI,LAR,3.0,,,,,,0.06,4.26,0.0,3.54,38.63,0.24
Colston Loveland,TE,CHI,DAL,3.0,,,,,,0.06,4.26,0.0,3.65,36.94,0.24
Tyler Warren,TE,IND,@TEN,3.0,,,,,,0.06,4.26,0.0,3.59,36.71,0.24
Jake Ferguson,TE,DALQ,@CHI,3.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,PIT,3.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Mason Taylor,TE,NYJ,@TB,3.0,,,,,,0.0,4.32,0.0,3.31,33.6,0.22
Zach Ertz,TE,WAS,LV,3.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Tucker Kraft,TE,GB,@CLE,3.0,,,,,,0.06,4.26,0.0,3.18,33.75,0.24
Dalton Kincaid,TE,BUF,MIA,3.0,,,,,,0.06,3.9,0.0,3.42,34.5,0.18
Mike Gesicki,TE,CINQ,@MIN,3.0,,,,,,0.0,4.38,0.0,2.86,30.0,0.23
Kyle Pitts,TE,ATL,@CAR,3.0,,,,,,0.0,4.08,0.0,2.71,33.75,0.18
Darren WallerTE - MI,nan,APUP,@BUF,3.0,,,,,,0.0,4.2,0.0,2.85,30.58,0.2
Dalton Schultz,TE,HOU,@JAX,3.0,,,,,,0.06,3.9,0.0,2.96,30.73,0.18
Jonnu Smith,TE,PITQ,@NE,3.0,,,,,,0.06,2.96,0.0,2.92,29.9,0.19
Brenton Strange,TE,JAX,HOU,3.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Juwan Johnson,TE,NO,@SEA,3.0,,,,,,0.0,3.08,0.0,2.67,28.43,0.18
Juwan Johnson,TE,NO,@SEA,3.0,,,,,,0.0,3.08,0.0,2.67,28.43,0.18
Cade Otton,TE,TB,NYJ,3.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Chig Okonkwo,TE,TEN,IND,3.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,ATL,3.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Pat Freiermuth,TE,PIT,@NE,3.0,,,,,,0.05,2.81,0.0,2.68,25.47,0.16
Theo Johnson,TE,NYG,KC,3.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Isaiah Likely,TE,BALQ,DET,3.0,,,,,,0.05,3.11,0.0,2.14,24.21,0.21
Tyler Conklin,TE,LAC,DEN,3.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,@NYG,3.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Harold Fannin Jr.,TE,CLE,GB,3.0,,,,,,0.0,2.84,0.0,2.14,21.08,0.14
Will Dissly,TE,LAC,DEN,3.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Cole Kmet,TE,CHI,DAL,3.0,,,,,,0.06,1.54,0.0,1.88,19.37,0.12
Elijah Arroyo,TE,SEA,NO,3.0,,,,,,0.0,1.72,0.0,1.85,16.85,0.12
Tyler Higbee,TE,LAR,@PHI,3.0,,,,,,0.0,1.72,0.0,1.77,17.2,0.12
Michael Mayer,TE,LV,@WAS,3.0,,,,,,0.0,1.72,0.0,1.73,16.96,0.12
Noah Fant,TE,CIN,@MIN,3.0,,,,,,0.0,1.72,0.0,1.67,16.96,0.12
Ben Sinnott,TE,WAS,LV,3.0,,,,,,0.0,1.72,0.0,1.34,13.35,0.12
Dawson Knox,TE,BUF,MIA,3.0,,,,,,0.0,1.72,0.0,1.28,13.76,0.12
Terrance Ferguson,TE,LARQ,@PHI,3.0,,,,,,0.0,1.72,0.0,1.29,13.29,0.12
Austin Hooper,TE,NE,PIT,3.0,,,,,,0.0,1.3599999999999999,0.0,1.32,12.9,0.06
Darnell Washington,TE,PIT,@NE,3.0,,,,,,0.0,1.54,0.0,1.17,11.88,0.09
Elijah Higgins,TE,ARI,@SF,3.0,,,,,,0.0,1.3599999999999999,0.0,1.08,10.86,0.06
Luke Musgrave,TE,GB,@CLE,3.0,,,,,,0.0,1.3599999999999999,0.0,0.99,10.91,0.06
Gunnar Helm,TE,TEN,IND,3.0,,,,,,0.0,0.36,0.0,0.97,9.98,0.06
Foster MoreauTE - N,nan,OPUP,@SEA,3.0,,,,,,0.0,0.36,0.0,0.97,9.37,0.06
Brock Bowers,TE,LV,CHI,4.0,,,,,,0.06,7.92,0.0,5.55,58.58,0.35
Trey McBride,TE,ARI,SEA,4.0,,,,,,0.06,7.92,0.0,5.61,57.41,0.35
George Kittle,TE,SF,JAX,4.0,,,,,,0.06,7.28,0.0,4.14,57.41,0.41
Sam LaPorta,TE,DETQ,CLE,4.0,,,,,,0.06,5.92,0.0,4.11,45.95,0.35
Travis Kelce,TE,KC,BAL,4.0,,,,,,0.06,5.5600000000000005,0.0,4.17,41.25,0.29
T.J. Hockenson,TE,MIN,@PIT,4.0,,,,,,0.06,5.5,0.0,4.12,41.19,0.28
Mark Andrews,TE,BAL,@KC,4.0,,,,,,0.06,6.28,0.0,3.26,40.32,0.41
Evan Engram,TE,DEN,CIN,4.0,,,,,,0.06,4.32,0.0,4.02,37.45,0.25
David Njoku,TE,CLE,@DET,4.0,,,,,,0.06,4.26,0.0,3.83,38.37,0.24
Dallas Goedert,TE,PHI,@TB,4.0,,,,,,0.06,4.26,0.0,3.54,38.63,0.24
Colston Loveland,TE,CHI,@LV,4.0,,,,,,0.06,4.26,0.0,3.65,36.94,0.24
Tyler Warren,TE,IND,@LAR,4.0,,,,,,0.06,4.26,0.0,3.59,36.71,0.24
Jake Ferguson,TE,DALQ,GB,4.0,,,,,,0.06,4.2,0.0,3.62,35.7,0.23
Hunter Henry,TE,NE,CAR,4.0,,,,,,0.06,4.26,0.0,3.26,34.07,0.24
Mason Taylor,TE,NYJ,@MIA,4.0,,,,,,0.0,4.26,0.0,3.32,33.6,0.21
Zach Ertz,TE,WAS,@ATL,4.0,,,,,,0.0,4.4399999999999995,0.0,3.33,31.57,0.24
Tucker Kraft,TE,GB,@DAL,4.0,,,,,,0.06,4.26,0.0,3.18,33.75,0.24
Dalton Kincaid,TE,BUF,NO,4.0,,,,,,0.06,3.9,0.0,3.42,34.5,0.18
Mike Gesicki,TE,CINQ,@DEN,4.0,,,,,,0.0,4.38,0.0,2.86,30.0,0.23
Kyle Pitts,TE,ATL,WAS,4.0,,,,,,0.0,4.08,0.0,2.71,33.75,0.18
Dalton Schultz,TE,HOU,TEN,4.0,,,,,,0.06,3.9,0.0,2.96,30.73,0.18
Jonnu Smith,TE,PITQ,MIN,4.0,,,,,,0.06,2.96,0.0,2.92,29.9,0.19
Brenton Strange,TE,JAX,@SF,4.0,,,,,,0.0,3.08,0.0,2.88,27.76,0.18
Isaiah Likely,TE,BALQ,@KC,4.0,,,,,,0.06,3.26,0.0,2.45,27.14,0.24
Cade Otton,TE,TB,PHI,4.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Cade Otton,TE,TB,PHI,4.0,,,,,,0.0,3.02,0.0,2.68,26.89,0.17
Chig Okonkwo,TE,TEN,@HOU,4.0,,,,,,0.06,2.9,0.0,2.73,26.42,0.18
Ja'Tavion Sanders,TE,CAR,@NE,4.0,,,,,,0.0,3.08,0.0,2.58,25.78,0.18
Pat Freiermuth,TE,PIT,MIN,4.0,,,,,,0.05,2.81,0.0,2.68,25.47,0.16
Darren WallerTE - MI,nan,APUP,NYJ,4.0,,,,,,0.0,2.9,0.0,2.47,26.47,0.15
Theo Johnson,TE,NYG,LAC,4.0,,,,,,0.0,2.96,0.0,2.39,24.92,0.16
Tyler Conklin,TE,LAC,@NYG,4.0,,,,,,0.0,3.08,0.0,2.3,21.35,0.18
Noah Gray,TE,KC,BAL,4.0,,,,,,0.0,3.08,0.0,2.04,20.59,0.18
Harold Fannin Jr.,TE,CLE,@DET,4.0,,,,,,0.0,2.84,0.0,2.14,21.07,0.14
Juwan Johnson,TE,NO,@BUF,4.0,,,,,,0.0,2.7199999999999998,0.0,2.09,22.24,0.12
Cole Kmet,TE,CHI,@LV,4.0,,,,,,0.07,2.5700000000000003,0.0,2.09,21.52,0.13
Will Dissly,TE,LAC,@NYG,4.0,,,,,,0.0,1.72,0.0,1.96,18.87,0.12
Elijah Arroyo,TE,SEA,@ARI,4.0,,,,,,0.0,1.72,0.0,1.85,16.85,0.12
Tyler Higbee,TE,LAR,IND,4.0,,,,,,0.0,1.72,0.0,1.77,17.2,0.12
Michael Mayer,TE,LV,CHI,4.0,,,,,,0.0,1.72,0.0,1.73,16.96,0.12
Noah Fant,TE,CIN,@DEN,4.0,,,,,,0.0,1.72,0.0,1.67,16.96,0.12
